out	species	is_representative	representative_out	ani_to_representative	reuse_eligible
Fusarium_oxysporum_Foc018	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.61	False
Fusarium_oxysporum_Foc021	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.07	False
Fusarium_oxysporum_Foc030	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.72	False
Fusarium_oxysporum_Foc035	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_Foc037	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.06	False
Fusarium_oxysporum_Foc_BF11	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	96.9	False
Fusarium_oxysporum_Focpep1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.88	False
Fusarium_oxysporum_Fol-114	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.99	False
Fusarium_oxysporum_Fol-167	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_Fol001	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.44	False
Fusarium_oxysporum_Fol002	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.72	False
Fusarium_oxysporum_Fol004	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.69	False
Fusarium_oxysporum_Fol007	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.65	False
Fusarium_oxysporum_Fol010	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.55	False
Fusarium_oxysporum_Fol014	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.7	False
Fusarium_oxysporum_Fol016	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.65	False
Fusarium_oxysporum_Fol018	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.74	False
Fusarium_oxysporum_Fol026	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.63	False
Fusarium_oxysporum_Fol029	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.63	False
Fusarium_oxysporum_Fol038	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.72	False
Fusarium_oxysporum_Fol069	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.65	False
Fusarium_oxysporum_Fol072	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.59	False
Fusarium_oxysporum_Fol073	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.61	False
Fusarium_oxysporum_Fol074	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.72	False
Fusarium_oxysporum_Fol075	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.58	False
Fusarium_oxysporum_Fol321	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.44	False
Fusarium_oxysporum_Fol39	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.01	False
Fusarium_oxysporum_Fol59	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.56	False
Fusarium_oxysporum_Fol621	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.34	False
Fusarium_oxysporum_Fol621s	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.37	False
Fusarium_oxysporum_Fom-5190a	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.54	False
Fusarium_oxysporum_Fom004	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.99	False
Fusarium_oxysporum_Fom005	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_Fom006	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_Fom009	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.75	False
Fusarium_oxysporum_Fom010	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_Fom011	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.97	False
Fusarium_oxysporum_Fom012	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_Fom0125	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.93	False
Fusarium_oxysporum_Fom013	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.99	False
Fusarium_oxysporum_Fom016	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_FomGol	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.92	False
Fusarium_oxysporum_Fon002	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.9	False
Fusarium_oxysporum_Fon005	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_Fon010	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_Fon013	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_Fon015	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_Fon019	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_Fon020	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.14	False
Fusarium_oxysporum_Fon021	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_Fon037	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.96	False
Fusarium_oxysporum_Forc016	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.55	False
Fusarium_oxysporum_Forc024	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.48	False
Fusarium_oxysporum_Forc031	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.5	False
Fusarium_oxysporum_Ft-1512	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_Ft-Rob	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.48	False
Fusarium_oxysporum_Fus001	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.72	False
Fusarium_oxysporum_Fus017	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_Fus057	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_Fus059	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.86	False
Fusarium_oxysporum_Fus08-78	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.86	False
Fusarium_oxysporum_Fus167	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.1	False
Fusarium_oxysporum_Fus173	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.71	False
Fusarium_oxysporum_Fus187	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.13	False
Fusarium_oxysporum_Fus191	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.99	False
Fusarium_oxysporum_Fus250	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.08	False
Fusarium_oxysporum_Fus254	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.1	False
Fusarium_oxysporum_Fus259	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_Fus322	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.85	False
Fusarium_oxysporum_G14	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.62	False
Fusarium_oxysporum_G2	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.34	False
Fusarium_oxysporum_G2-4	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.52	False
Fusarium_oxysporum_G76	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.73	False
Fusarium_oxysporum_GL1059	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.86	False
Fusarium_oxysporum_GL1080	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_GL1150	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.88	False
Fusarium_oxysporum_GL1268	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_GL1270	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.87	False
Fusarium_oxysporum_GL1315	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.12	False
Fusarium_oxysporum_GL1381	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.12	False
Fusarium_oxysporum_GL1385	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.88	False
Fusarium_oxysporum_GL1517	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.86	False
Fusarium_oxysporum_GL1551	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_GL1552	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_GL1702	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.16	False
Fusarium_oxysporum_GL1703	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_GL1704	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.08	False
Fusarium_oxysporum_GL1804	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.06	False
Fusarium_oxysporum_GL306	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.15	False
Fusarium_oxysporum_GL945	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.82	False
Fusarium_oxysporum_H6	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.13	False
Fusarium_oxysporum_HAR	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.17	False
Fusarium_oxysporum_HDV247	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.92	False
Fusarium_oxysporum_HS2	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.3	False
Fusarium_oxysporum_I-17	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.82	False
Fusarium_oxysporum_I1-1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.76	False
Fusarium_oxysporum_ICMP_8357	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.97	False
Fusarium_oxysporum_II5	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.42	False
Fusarium_oxysporum_IMV_00293	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.31	False
Fusarium_oxysporum_ISS-F3	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.33	False
Fusarium_oxysporum_ISS-F4	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.22	False
Fusarium_oxysporum_IVC-1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.0	False
Fusarium_oxysporum_J-71	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.9	False
Fusarium_oxysporum_J210	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.52	False
Fusarium_oxysporum_JCM_9288	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.13	False
Fusarium_oxysporum_JCM_9289	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.11	False
Fusarium_oxysporum_JCP043	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.62	False
Fusarium_oxysporum_KOD886	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.52	False
Fusarium_oxysporum_KOD887	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.59	False
Fusarium_oxysporum_KOD888	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.48	False
Fusarium_oxysporum_KT2a	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.86	False
Fusarium_oxysporum_Kavar_22	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.91	False
Fusarium_oxysporum_Khaf1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.85	False
Fusarium_oxysporum_LA1E	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.06	False
Fusarium_oxysporum_LA3B	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_LD-06	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.29	False
Fusarium_oxysporum_LM-2	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_Lag_1-1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.97	False
Fusarium_oxysporum_Lag_3-1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.01	False
Fusarium_oxysporum_M7004Y	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.38	False
Fusarium_oxysporum_MAFF305557	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.0	False
Fusarium_oxysporum_MAFF305558	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.96	False
Fusarium_oxysporum_MAFF712071	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.0	False
Fusarium_oxysporum_MAFF727510	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.12	False
Fusarium_oxysporum_MAFF744009	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.92	False
Fusarium_oxysporum_MAP5	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.92	False
Fusarium_oxysporum_ME23	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.87	False
Fusarium_oxysporum_MES6	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.51	False
Fusarium_oxysporum_MF15	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.85	False
Fusarium_oxysporum_MF34	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_MF42	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.76	False
Fusarium_oxysporum_MN25	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.53	False
Fusarium_oxysporum_MOD1-FUNGI10	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.27	False
Fusarium_oxysporum_MOD1-FUNGI11	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.21	False
Fusarium_oxysporum_MOD1-FUNGI16	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.22	False
Fusarium_oxysporum_MOD1-FUNGI9	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.2	False
Fusarium_oxysporum_MPI-CAGE-CH-0212	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.42	False
Fusarium_oxysporum_MPI-SDFR-AT-0094	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.97	False
Fusarium_oxysporum_MR4003	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.17	False
Fusarium_oxysporum_MRL8996	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.41	False
Fusarium_oxysporum_Mah9a	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.92	False
Fusarium_oxysporum_N-10010	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_N-10226	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.17	False
Fusarium_oxysporum_N-16818	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.13	False
Fusarium_oxysporum_N-16893	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_N-16999	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.98	False
Fusarium_oxysporum_N-17203	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.07	False
Fusarium_oxysporum_N-18462	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.82	False
Fusarium_oxysporum_N-18842	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_N139	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.25	False
Fusarium_oxysporum_NRF0806	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.87	False
Fusarium_oxysporum_NRF0833	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.0	False
Fusarium_oxysporum_NRF0903	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.87	False
Fusarium_oxysporum_NRF0995b	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.0	False
Fusarium_oxysporum_NRRL26413	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.09	False
Fusarium_oxysporum_NRRL38295	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.14	False
Fusarium_oxysporum_NRRL_22521	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_NRRL_25420	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_NRRL_25432	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.59	False
Fusarium_oxysporum_NRRL_25434	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_NRRL_26172	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.99	False
Fusarium_oxysporum_NRRL_26174	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_NRRL_31665	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_NRRL_32931	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.42	False
Fusarium_oxysporum_NRRL_39464	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.66	False
Fusarium_oxysporum_NRRL_43631	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.67	False
Fusarium_oxysporum_NYFom3	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_NYFom62	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.88	False
Fusarium_oxysporum_Na5	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.34	False
Fusarium_oxysporum_Nasr1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.9	False
Fusarium_oxysporum_Nasushiobara1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_P13	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.94	False
Fusarium_oxysporum_PHW726	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.53	False
Fusarium_oxysporum_PRU	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.22	False
Fusarium_oxysporum_Pathtah	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.82	False
Fusarium_oxysporum_PkF01	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.12	False
Fusarium_oxysporum_QK8	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.12	False
Fusarium_oxysporum_R1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_R12-13	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.0	False
Fusarium_oxysporum_R2	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.03	False
Fusarium_oxysporum_R3	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.02	False
Fusarium_oxysporum_RBG5689	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.21	False
Fusarium_oxysporum_RBG5714	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.93	False
Fusarium_oxysporum_RBG5783	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.07	False
Fusarium_oxysporum_RBG5831	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.36	False
Fusarium_oxysporum_RBG5833	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.93	False
Fusarium_oxysporum_RBG5836	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.1	False
Fusarium_oxysporum_RBG5844	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.34	False
Fusarium_oxysporum_RBG5862	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.34	False
Fusarium_oxysporum_RBG6301	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.38	False
Fusarium_oxysporum_RBG6309	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.52	False
Fusarium_oxysporum_RBG6313	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.57	False
Fusarium_oxysporum_RBG6324	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.19	False
Fusarium_oxysporum_RBG6358	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.07	False
Fusarium_oxysporum_RBG6396	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.34	False
Fusarium_oxysporum_RBG6397	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.19	False
Fusarium_oxysporum_RBG6398	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.19	False
Fusarium_oxysporum_RBG6400	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.23	False
Fusarium_oxysporum_RBG6406	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.09	False
Fusarium_oxysporum_RBG6416	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.18	False
Fusarium_oxysporum_RBG6417	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.2	False
Fusarium_oxysporum_RBG6418	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.14	False
Fusarium_oxysporum_RBG6419	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.2	False
Fusarium_oxysporum_RBG6420	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.2	False
Fusarium_oxysporum_RBG6421	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.21	False
Fusarium_oxysporum_RBG6422	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.21	False
Fusarium_oxysporum_RBG6423	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.19	False
Fusarium_oxysporum_RBG6425	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.22	False
Fusarium_oxysporum_RBG6429	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.7	False
Fusarium_oxysporum_RBG6431	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.2	False
Fusarium_oxysporum_RBG6433	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.25	False
Fusarium_oxysporum_RBG6442	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.2	False
Fusarium_oxysporum_RBG6444	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.5	False
Fusarium_oxysporum_RBG6448	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.21	False
Fusarium_oxysporum_RBG6450	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.25	False
Fusarium_oxysporum_RBG6454	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.19	False
Fusarium_oxysporum_RBG6462	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.71	False
Fusarium_oxysporum_RBG6464	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.63	False
Fusarium_oxysporum_RBG6466	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.68	False
Fusarium_oxysporum_RBG6475	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.96	False
Fusarium_oxysporum_RBG6477	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.88	False
Fusarium_oxysporum_RBG6480	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.43	False
Fusarium_oxysporum_RBG6494	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.3	False
Fusarium_oxysporum_RBG6499	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.28	False
Fusarium_oxysporum_RBG6503	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.16	False
Fusarium_oxysporum_RBG6505	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.07	False
Fusarium_oxysporum_RBG7064	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.15	False
Fusarium_oxysporum_RBG7070	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.06	False
Fusarium_oxysporum_RBG_6706	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.59	False
Fusarium_oxysporum_RBG_6780	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.59	False
Fusarium_oxysporum_RBG_6837	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	90.54	False
Fusarium_oxysporum_RF12	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.05	False
Fusarium_oxysporum_RF2	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.06	False
Fusarium_oxysporum_RF4	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_RF7	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.04	False
Fusarium_oxysporum_RR23I-1.2	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.96	False
Fusarium_oxysporum_S17-14	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.35	False
Fusarium_oxysporum_S17-8	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.21	False
Fusarium_oxysporum_S18-25	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.47	False
Fusarium_oxysporum_S18-30	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.43	False
Fusarium_oxysporum_S18-40	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.39	False
Fusarium_oxysporum_S2_26	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	90.5	False
Fusarium_oxysporum_S55Ac	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	96.75	False
Fusarium_oxysporum_S56Ac	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	96.83	False
Fusarium_oxysporum_SG1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.42	False
Fusarium_oxysporum_SK1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.96	False
Fusarium_oxysporum_SN1W	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.6	False
Fusarium_oxysporum_STO	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.18	False
Fusarium_oxysporum_Seif3a	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.89	False
Fusarium_oxysporum_Stocks4	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	97.58	False
Fusarium_oxysporum_T61-1	Fusarium oxysporum	False	Fusarium_oxysporum_VPRI44084	98.1	False
