query_asmid	query_species_in	rank	ref_asmid	ref_species	ref_genus	ref_family	ref_order	ref_class	ref_subclass	ref_phylum	ref_subphylum	ani_pct	mash_pval	shared_hashes	significant
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	2	GCA_023628775.1_ASM2362877v1	Lecanicillium sp. S3808	Lecanicillium	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		99.5323	0	8289/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	3	GCA_002242745.2_ASM224274v2	Lecanicillium sp. LEC01	Lecanicillium	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		88.0953	0	428/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	4	GCA_003056565.1_ASM305656v1	Lecanicillium sp. MT-2017a	Lecanicillium	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.5716	1.6741e-198	69/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	5	GCA_003056585.1_ASM305658v1	Lecanicillium sp. MT-2017a	Lecanicillium	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.5716	1.68251e-198	69/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	6	GCA_003056605.2_AZ2_2.1	Lecanicillium sp. MT-2017a	Lecanicillium	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.5716	1.73204e-198	69/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	7	GCA_051527325.1_YNP40	Lecanicillium coprophilum	Lecanicillium	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		78.7498	2.82112e-163	58/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	8	GCA_030787415.1_ASM3078741v1	Beauveria pseudobassiana	Beauveria	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		74.3619	1.55723e-56	23/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	9	GCA_030784625.1_ASM3078462v1	Beauveria pseudobassiana	Beauveria	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		73.9297	8.24396e-51	21/10000	True
GCA_033060795.1_pgTrit_morethan500	Hypocreales sp. ML197-S3	10	GCA_030787215.1_ASM3078721v1	Beauveria pseudobassiana	Beauveria	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		73.9297	7.57747e-51	21/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	1	GCA_051528675.1_YNP81	Ophiocordyceps aphodii	Ophiocordyceps	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		82.8398	0	138/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	2	GCA_050872005.1_ASM5087200v1	Purpureocillium sp. XYC-2025d	Purpureocillium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.8269	3.14455e-275	90/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	3	GCA_024340025.1_ASM2434002v1	Tolypocladium tundrense	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.3295	7.2039e-244	81/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	4	GCA_023972975.1_ASM2397297v1	Tolypocladium cylindrosporum	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.2708	3.56711e-240	80/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	5	GCA_024340505.1_ASM2434050v1	Tolypocladium nubicola	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.2708	5.94445e-242	80/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	6	GCA_024340765.1_ASM2434076v1	Tolypocladium cylindrosporum	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.2708	6.22907e-240	80/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	7	GCA_051527655.1_YNP25	Tolypocladium cylindrosporum	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.2708	3.40909e-240	80/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	8	GCA_000750105.3_ASM75010v3	Tolypocladium sp. Sup5 PDA-1	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.0284	1.66269e-223	76/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	9	GCA_024340515.1_ASM2434051v1	Tolypocladium geodes	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		80.0284	2.37391e-224	76/10000	True
GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1	10	GCA_003945575.1_ASM394557v1	Tolypocladium inflatum	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.9024	4.96683e-220	74/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	1	GCA_002991585.1_ASM299158v1	Ilyonectria mors-panacis	Ilyonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.4540	2.39634e-42	19/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	2	GCA_003385255.1_ASM338525v1	Corinectria fuckeliana	Corinectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.4540	5.64639e-44	19/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	3	GCA_019137255.1_ASM1913725v1	Corinectria fuckeliana	Corinectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.4540	1.22625e-43	19/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	4	GCA_045528745.1_TL_CF_CBS239.29	Corinectria fuckeliana	Corinectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.4540	2.85175e-44	19/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	5	GCA_013420875.1_ASM1342087v1	Thelonectria rubi	Thelonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.1970	8.30796e-41	18/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	6	GCA_013756995.1_ASM1375699v1	Neonectria neomacrospora	Neonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.1970	7.47528e-41	18/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	7	GCA_030370815.1_UoG_IMP.RR3A14-1_1.0	Ilyonectria mors-panacis	Ilyonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.1970	1.16915e-39	18/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	8	GCA_030370895.1_UoG_IMP.RD3U14-8_1.0	Ilyonectria mors-panacis	Ilyonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.1970	1.05838e-39	18/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	9	GCA_030370915.1_UoG_IMP.RD3U14-5_1.0	Ilyonectria mors-panacis	Ilyonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.1970	1.2015e-39	18/10000	True
GCA_040955585.1_ASM4095558v1	Hypocreales sp. O35	10	GCA_030370945.1_UoG_IMP.ND4Z15_1.0	Ilyonectria mors-panacis	Ilyonectria	Nectriaceae	Hypocreales	Sordariomycetes		Ascomycota		73.1970	1.18131e-39	18/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	1	GCA_051170975.1_iisc_KLYLS	Hypocreales sp. KLYLS			Hypocreales	Sordariomycetes		Ascomycota		96.5797	0	3224/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	2	GCA_004142005.1_ASM414200v1	Hirsutella rhossiliensis	Hirsutella	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.8381	2.81699e-213	73/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	3	GCA_002939055.1_ASM293905v1	Hypocreales sp. Mo6-1			Hypocreales	Sordariomycetes		Ascomycota		79.6396	2.51616e-211	70/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	4	GCF_020360975.1_ASM2036097v1	Hirsutella rhossiliensis	Hirsutella	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.5716	2.77458e-196	69/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	5	GCA_050872005.1_ASM5087200v1	Purpureocillium sp. XYC-2025d	Purpureocillium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.3613	1.02024e-195	66/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	6	GCA_027405775.1_UoM1_assembly	Ophiocordyceps robertsii	Ophiocordyceps	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.2158	2.10992e-179	64/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	7	GCA_027405785.1_UoM4_assembly	Ophiocordyceps robertsii	Ophiocordyceps	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		79.2158	6.05727e-179	64/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	8	GCA_002591385.1_Hirsu2	Cordyceps sp. RAO-2017	Cordyceps	Cordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		78.8308	1.61564e-171	59/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	9	GCA_012934285.1_ASM1293428v1	Ophiocordyceps sinensis	Ophiocordyceps	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		78.8308	1.25298e-162	59/10000	True
GCA_058369715.1_StYLS	Hypocreales sp. StYLS	10	GCA_002077885.1_OphSin1229	Ophiocordyceps sinensis	Ophiocordyceps	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		78.7498	1.87813e-159	58/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	1	GCA_033439775.1_Poddi1	Podospora didyma	Podospora	Podosporaceae	Sordariales	Sordariomycetes		Ascomycota		79.6396	1.1839e-188	70/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	2	GCA_033439765.1_Lasov1	Lasiosphaeria ovina	Lasiosphaeria	Lasiosphaeriaceae	Sordariales	Sordariomycetes		Ascomycota		75.9302	8.14869e-76	32/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	3	GCF_030549165.1_Lasmin1	Lasiosphaeria miniovina	Lasiosphaeria	Lasiosphaeriaceae	Sordariales	Sordariomycetes		Ascomycota		75.1236	1.66594e-62	27/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	4	GCA_030685255.1_Schcon1	Podospora conica	Podospora	Podosporaceae	Sordariales	Sordariomycetes		Ascomycota		74.3619	2.29456e-52	23/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	5	GCA_033439745.1_Lashi1	Lasiosphaeria hispida	Lasiosphaeria	Lasiosphaeriaceae	Sordariales	Sordariomycetes		Ascomycota		73.9297	8.99793e-47	21/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	6	GCA_050707055.1_ASM5070705v1	Podospora tetraspora	Podospora	Podosporaceae	Sordariales	Sordariomycetes		Ascomycota		73.9297	3.52125e-49	21/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	7	GCA_050705275.1_ASM5070527v1	Podospora tetraspora	Podospora	Podosporaceae	Sordariales	Sordariomycetes		Ascomycota		73.6978	2.18137e-46	20/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	8	GCA_050706075.1_ASM5070607v1	Schizothecium sp. GE-2024h	Schizothecium	Schizotheciaceae	Sordariales	Sordariomycetes		Ascomycota		73.6978	2.44284e-46	20/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	9	GCA_050706195.1_ASM5070619v1	Podospora tetraspora	Podospora	Podosporaceae	Sordariales	Sordariomycetes		Ascomycota		73.6978	2.52391e-46	20/10000	True
GCA_027569635.1_ASM2756963v1	Lasiosphaeriaceae sp. G1095	10	GCA_050706335.1_ASM5070633v1	Schizothecium sp. GE-2024h	Schizothecium	Schizotheciaceae	Sordariales	Sordariomycetes		Ascomycota		73.6978	2.33505e-46	20/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	1	GCA_033220425.1_Lene_EWU_01	Lepraria neglecta	Lepraria	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		77.9511	9.64357e-133	49/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	2	GCA_042464665.1_ASM4246466v1	Lepraria finkii	Lepraria	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		76.6192	1.30247e-96	37/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	3	GCA_964257485.1_public_SRR14722018_metabat2_bin.2	Lepraria oxybapha	Lepraria	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		76.6192	1.97327e-103	37/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	4	GCA_937857285.1_SRR13685173_bin.1_CONCOCT_v1.1_MAG	Lepraria sp.	Lepraria	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		76.3555	7.03698e-97	35/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	5	GCA_964254625.1_public_SRR14722272_metabat2_bin.6	Lepraria leprolomopsis	Lepraria	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		76.3555	1.1959e-92	35/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	6	GCA_042464655.1_ASM4246465v1	Stereocaulon virgatum	Stereocaulon	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		75.7795	1.52419e-79	31/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	7	GCA_964254575.1_public_SRR14722041_metabat2_bin.10	Stereocaulon dactylophyllum	Stereocaulon	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		75.7795	2.99972e-81	31/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	8	GCA_018257865.1_ASM1825786v1	Stereocaulon alpinum	Stereocaulon	Stereocaulaceae	Lecanorales	Lecanoromycetes		Ascomycota		75.2963	3.07584e-70	28/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	9	GCA_964255445.1_public_SRR14722319_metabat2_bin.1	Cladonia furcata	Cladonia	Cladoniaceae	Lecanorales	Lecanoromycetes		Ascomycota		72.9253	1.31892e-40	17/10000	True
GCA_964254455.1_public_SRR14722160_concoct_bin.3	Lecanorales sp.	10	GCA_937857105.1_SRR13685129_bin.54_CONCOCT_v1.1_MAG	Cladonia sp.	Cladonia	Cladoniaceae	Lecanorales	Lecanoromycetes		Ascomycota		72.3303	2.48853e-35	15/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	1	GCA_964256505.1_public_SRR14721987_metabat2_bin.1	Lecanora subimmergens	Lecanora	Lecanoraceae	Lecanorales	Lecanoromycetes		Ascomycota		99.8657	0	9459/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	2	GCA_964255375.1_public_SRR14722078_concoct_bin.17	Lecanora oreinoides	Lecanora	Lecanoraceae	Lecanorales	Lecanoromycetes		Ascomycota		72.3303	1.6977e-35	15/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	3	GCA_964254475.1_public_SRR14722154_metabat2_bin.3	Lecanora strobilina	Lecanora	Lecanoraceae	Lecanorales	Lecanoromycetes		Ascomycota		71.2691	9.01681e-28	12/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	4	GCA_964255525.1_public_SRR14722232_concoct_bin.14	Lecanora rugosella	Lecanora	Lecanoraceae	Lecanorales	Lecanoromycetes		Ascomycota		71.2691	3.9568e-28	12/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	5	GCA_964256165.1_public_SRR14722163_concoct_bin.11	Lecanora atra	Lecanora	Lecanoraceae	Lecanorales	Lecanoromycetes		Ascomycota		71.2691	8.24281e-28	12/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	6	GCA_964257245.1_public_SRR14721962_metabat2_bin.6	Ramalina petrina	Ramalina	Ramalinaceae	Lecanorales	Lecanoromycetes		Ascomycota		71.2691	2.88378e-28	12/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	7	GCA_964254635.1_public_SRR14722309_metabat2_bin.1	Lecanora markjohnstonii	Lecanora	Lecanoraceae	Lecanorales	Lecanoromycetes		Ascomycota		70.4019	1.75296e-22	10/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	8	GCA_009733775.1_ASM973377v1	Alectoria sarmentosa	Alectoria	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		69.9006	2.26579e-19	9/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	9	GCA_051942125.1_KEW_Prte	Psora testacea	Psora	Psoraceae	Lecanorales	Lecanoromycetes		Ascomycota		69.9006	2.67804e-20	9/10000	True
GCA_937857895.1_SRR13685132_bin.23_CONCOCT_v1.1_MAG	Lecanoromycetes sp.	10	GCA_964254905.1_private_VT31_metabat2_bin.4	Bryoria fremontii	Bryoria	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		69.9006	1.41701e-19	9/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	1	GCA_022814085.1_ASM2281408v1	Puttea exsequens	Puttea		Lecanorales	Lecanoromycetes		Ascomycota		69.3402	1.9259e-17	8/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	2	GCA_937857905.1_SRR13685131_bin.26_CONCOCT_v1.1_MAG	uncultured Alectoria		Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		69.3402	3.58979e-17	8/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	3	GCA_964255445.1_public_SRR14722319_metabat2_bin.1	Cladonia furcata	Cladonia	Cladoniaceae	Lecanorales	Lecanoromycetes		Ascomycota		69.3402	2.77032e-17	8/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	4	GCA_964257365.1_private_T1888_metabat2_bin.51	Puttea exsequens	Puttea		Lecanorales	Lecanoromycetes		Ascomycota		69.3402	1.82636e-17	8/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	5	GCA_000150555.1_ASM15055v1	Coccidioides posadasii	Coccidioides	Onygenaceae	Onygenales	Eurotiomycetes		Ascomycota		68.7048	5.51749e-15	7/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	6	GCA_018257855.2_ASM1825785v2	Cladonia borealis	Cladonia	Cladoniaceae	Lecanorales	Lecanoromycetes		Ascomycota		68.7048	1.4993e-14	7/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	7	GCA_059794255.1_ASM5979425v1	Crespoa schelpei	Crespoa	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		68.7048	4.95746e-16	7/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	8	GCA_964255555.1_public_SRR5808930_metabat2_bin.9	Evernia prunastri	Evernia	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		68.7048	1.53735e-14	7/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	9	GCA_964255965.1_private_X12_concoct_bin.4	Alectoria sarmentosa	Alectoria	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		68.7048	9.78566e-15	7/10000	True
GCA_035521555.1_Uapishka_2	Lecanoromycetidae sp. Uapishka_2	10	GCA_964256155.1_public_SRR14722140_metabat2_bin.5	Platismatia tuckermanii	Platismatia	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		68.7048	6.51547e-15	7/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	1	GCA_964256245.1_public_SRR14722176_concoct_bin.30	Verrucariales sp.			Verrucariales	Eurotiomycetes		Ascomycota		76.2180	1.00407e-101	34/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	2	GCA_026025805.1_ASM2602580v1	Thelocarpon impressellum	Thelocarpon	Thelocarpaceae	Thelocarpales			Ascomycota		72.9253	2.81313e-46	17/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	3	GCA_001676865.1_ASM167686v1	Ceratocystiopsis minuta	Ceratocystiopsis	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		71.2691	2.55436e-31	12/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	4	GCA_026025795.1_ASM2602579v1	Thelocarpon superellum	Thelocarpon	Thelocarpaceae	Thelocarpales			Ascomycota		70.8553	1.46847e-28	11/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	5	GCA_001455505.1_ASM145550v1	Leptographium lundbergii	Leptographium	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		69.9006	1.82607e-22	9/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	6	GCA_059058375.1_ASM5905837v1	Leptographium truncatum	Leptographium	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		69.9006	2.15072e-22	9/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	7	GCA_019925685.1_ASM1992568v1	Ceratocystiopsis sp. VPRI43766	Ceratocystiopsis	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		69.3402	5.66733e-20	8/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	8	GCF_000281105.1_Coni_apol_CBS100218_V1	Coniosporium apollinis	Coniosporium			Dothideomycetes		Ascomycota		69.3402	1.21566e-19	8/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	9	GCA_001938055.1_ASM193805v1	Grosmannia penicillata	Grosmannia	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		68.7048	5.12533e-17	7/10000	True
GCA_964256305.1_public_SRR14722188_metabat2_bin.28	leotiomyceta sp.	10	GCA_002778075.1_ASM277807v1	Grosmannia penicillata	Grosmannia	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		68.7048	5.62201e-17	7/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	1	GCA_035926935.1_ASM3592693v1	Lithohypha guttulata	Lithohypha	Trichomeriaceae	Chaetothyriales	Eurotiomycetes		Ascomycota		69.3402	1.32847e-17	8/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	2	GCA_002104945.1_Piromyces_sp._finnis_v3.0	Piromyces finnis	Piromyces	Neocallimastigaceae	Neocallimastigales	Neocallimastigomycetes		Neocallimastigomycota		68.7048	3.98967e-14	7/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	3	GCA_030770415.1_LANL_DS1613_1.0	Pleoardoris graminearum	Pleoardoris	Didymosphaeriaceae	Pleosporales	Dothideomycetes		Ascomycota		68.7048	1.17336e-13	7/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	4	GCA_035926885.1_ASM3592688v1	Lithohypha guttulata	Lithohypha	Trichomeriaceae	Chaetothyriales	Eurotiomycetes		Ascomycota		68.7048	3.40659e-15	7/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	5	GCF_036872675.1_ASM3687267v1	Lithohypha guttulata	Lithohypha	Trichomeriaceae	Chaetothyriales	Eurotiomycetes		Ascomycota		68.7048	3.37784e-15	7/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	6	GCA_004367935.1_ASM436793v1	Colletotrichum sidae	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes		Ascomycota		67.9713	1.19129e-11	6/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	7	GCA_013423095.1_ASM1342309v1	Pyricularia oryzae	Pyricularia	Pyriculariaceae	Magnaporthales	Sordariomycetes		Ascomycota		67.9713	3.03545e-12	6/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	8	GCA_033171785.1_ASM3317178v1	Xylaria bambusicola	Xylaria	Xylariaceae	Xylariales	Sordariomycetes		Ascomycota		67.9713	1.04839e-11	6/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	9	GCA_054127445.1_ASM5412744v1	Trichoderma hamatum	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes		Ascomycota		67.9713	3.19103e-12	6/10000	True
GCA_043791855.1_ASM4379185v1	Leotiomycetes sp. Styx10C10m-37	10	GCA_056883185.1_ASM5688318v1	Xylaria sp. XSP14	Xylaria	Xylariaceae	Xylariales	Sordariomycetes		Ascomycota		67.9713	5.2294e-12	6/10000	True
GCA_964255695.1_public_SRR14722165_metabat2_bin.16	Leprocaulales sp.	1	GCA_964257295.1_public_SRR14721974_metabat2_bin.1	Hypotrachyna catawbiensis	Hypotrachyna	Parmeliaceae	Lecanorales	Lecanoromycetes		Ascomycota		67.9713	1.79496e-13	6/10000	True
GCA_964255695.1_public_SRR14722165_metabat2_bin.16	Leprocaulales sp.	2	GCA_023647215.1_KEW_Xsp2	Xanthoria sp. 2 TBL-2021	Xanthoria	Teloschistaceae	Teloschistales	Lecanoromycetes		Ascomycota		67.1035	8.84209e-11	5/10000	True
GCA_964255695.1_public_SRR14722165_metabat2_bin.16	Leprocaulales sp.	3	GCA_051941485.1_KEW_Casp2	cf. Caloplaca sp. 2 TL-2023	Caloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes		Ascomycota		67.1035	9.0591e-11	5/10000	True
GCA_964255695.1_public_SRR14722165_metabat2_bin.16	Leprocaulales sp.	4	GCA_964255385.1_public_SRR14722086_metabat2_bin.14	Lichinales sp.			Lichinales	Lichinomycetes		Ascomycota		67.1035	3.02594e-11	5/10000	True
GCA_964255695.1_public_SRR14722165_metabat2_bin.16	Leprocaulales sp.	5	GCA_964257415.1_public_SRR14721959_metabat2_bin.2	Ionaspis lacustris	Ionaspis	Hymeneliaceae	Hymeneliales	Lecanoromycetes		Ascomycota		67.1035	2.5163e-11	5/10000	True
